prodcatg,mode,detector,date,n,edge_med,full_med,row_struct,col_struct
CAL.R-FLT,FAST,1.A.Green,2026-04-07,12,1021.5,11153.5,4937.162,4661.302
CAL.R-FLT,FAST,1.A.Green,2026-05-02,12,1051.0,13395.5,5928.484,5560.365
CAL.R-FLT,FAST,1.A.Green,2026-06-30,12,1106.5,17455.0,6675.723,6421.755
CAL.R-FLT,FAST,1.A.Red,2026-04-07,12,1996.5,17178.0,8600.871,8887.285
CAL.R-FLT,FAST,1.A.Red,2026-05-02,12,2051.0,21797.0,9158.02,9284.443
CAL.R-FLT,FAST,1.A.Red,2026-06-30,12,2136.0,31414.5,8857.915,9886.706
CAL.R-FLT,FAST,1.B.Blue,2026-04-07,12,1311.0,4039.0,1967.822,3738.987
CAL.R-FLT,FAST,1.B.Blue,2026-05-02,12,1327.0,4868.0,2363.967,4581.321
CAL.R-FLT,FAST,1.B.Blue,2026-06-30,12,1360.5,5326.0,3123.2,5810.516
CAL.R-FLT,FAST,1.B.Green,2026-04-07,12,1249.5,17729.0,6301.05,5629.29
CAL.R-FLT,FAST,1.B.Green,2026-05-02,12,1289.0,21459.0,7499.1,6758.719
CAL.R-FLT,FAST,1.B.Green,2026-06-30,12,1361.0,26342.0,7083.782,7781.728
CAL.R-FLT,FAST,1.B.Red,2026-04-07,12,1963.5,28075.0,6513.196,11930.987
CAL.R-FLT,FAST,1.B.Red,2026-05-02,12,2054.75,38657.5,6828.974,12057.397
CAL.R-FLT,FAST,1.B.Red,2026-06-30,12,2203.0,47568.0,6770.025,11983.515
CAL.R-FLT,FAST,2.A.Blue,2026-04-07,12,907.5,4884.0,2661.576,4214.332
CAL.R-FLT,FAST,2.A.Blue,2026-05-02,12,928.5,5593.5,3303.402,5175.008
CAL.R-FLT,FAST,2.A.Blue,2026-06-30,12,966.5,7348.5,4092.952,6555.425
CAL.R-FLT,FAST,2.A.Green,2026-04-07,12,1062.0,15992.5,6842.119,5357.228
CAL.R-FLT,FAST,2.A.Green,2026-05-02,12,1104.0,18999.5,8226.664,6443.204
CAL.R-FLT,FAST,2.A.Green,2026-06-30,12,1165.5,25148.0,8916.414,7565.222
CAL.R-FLT,FAST,2.A.Red,2026-04-07,12,1190.5,28415.5,10561.281,12291.405
CAL.R-FLT,FAST,2.A.Red,2026-05-02,12,1268.5,39307.0,9917.239,12554.124
CAL.R-FLT,FAST,2.A.Red,2026-06-30,12,1389.0,47335.5,9191.11,12329.9
CAL.R-FLT,FAST,2.B.Blue,2026-04-07,12,1515.0,3574.5,2452.68,3738.745
CAL.R-FLT,FAST,2.B.Blue,2026-05-02,12,1532.0,4157.5,3007.441,4604.61
CAL.R-FLT,FAST,2.B.Blue,2026-06-30,12,1566.5,4830.5,3793.348,5841.265
CAL.R-FLT,FAST,2.B.Green,2026-04-07,12,932.0,12241.5,7957.204,5988.911
CAL.R-FLT,FAST,2.B.Green,2026-05-02,12,981.5,14557.5,9083.794,6877.381
CAL.R-FLT,FAST,2.B.Green,2026-06-30,12,1043.0,18262.0,9803.504,7604.984
CAL.R-FLT,FAST,2.B.Red,2026-04-07,12,2033.5,29476.0,10099.654,11097.297
CAL.R-FLT,FAST,2.B.Red,2026-05-02,12,2115.0,44242.5,9486.181,10985.31
CAL.R-FLT,FAST,2.B.Red,2026-06-30,12,2244.0,47779.0,8191.087,10238.139
CAL.R-FLT,FAST,3.A.Blue,2026-04-07,12,1541.5,4219.0,3147.75,4159.708
CAL.R-FLT,FAST,3.A.Blue,2026-05-02,12,1559.5,4551.0,3780.44,5047.408
CAL.R-FLT,FAST,3.A.Blue,2026-06-30,12,1591.0,5872.5,4511.377,6362.252
CAL.R-FLT,FAST,3.A.Green,2026-04-07,12,988.0,12641.5,7993.262,5656.612
CAL.R-FLT,FAST,3.A.Green,2026-05-02,12,1026.5,14854.0,9183.822,6525.401
CAL.R-FLT,FAST,3.A.Green,2026-06-30,12,1091.0,19200.0,9775.479,7243.808
CAL.R-FLT,FAST,3.A.Red,2026-04-07,12,2129.0,20273.0,10848.41,9908.096
CAL.R-FLT,FAST,3.A.Red,2026-05-02,12,2212.5,27655.0,11101.867,10347.745
CAL.R-FLT,FAST,3.A.Red,2026-06-30,12,2341.0,42644.5,10986.66,10446.632
CAL.R-FLT,FAST,3.B.Blue,2026-04-07,12,1202.5,6321.5,3093.36,5121.69
CAL.R-FLT,FAST,3.B.Blue,2026-05-02,12,1229.5,6815.5,3904.133,6230.743
CAL.R-FLT,FAST,3.B.Blue,2026-06-30,12,1274.5,9153.0,4683.833,7866.295
CAL.R-FLT,FAST,3.B.Green,2026-04-07,12,1116.5,16841.0,7945.866,7070.851
CAL.R-FLT,FAST,3.B.Green,2026-05-02,12,1166.0,19963.5,9126.859,8047.588
CAL.R-FLT,FAST,3.B.Green,2026-06-30,12,1250.5,25812.5,9693.513,8899.803
CAL.R-FLT,FAST,3.B.Red,2026-04-07,12,2002.5,36763.5,7532.313,11724.324
CAL.R-FLT,FAST,3.B.Red,2026-05-02,12,2120.5,50655.0,7554.002,11608.256
CAL.R-FLT,FAST,3.B.Red,2026-06-30,12,2293.0,51968.5,7423.641,11100.24
CAL.R-FLT,FAST,4.A.Green,2026-04-07,12,1077.0,15673.5,5664.067,6888.716
CAL.R-FLT,FAST,4.A.Green,2026-05-02,12,1115.5,18536.0,6442.814,7802.895
CAL.R-FLT,FAST,4.A.Green,2026-06-30,12,1179.0,24325.0,7059.73,8668.767
CAL.R-FLT,FAST,4.A.Red,2026-04-07,12,1928.0,30586.5,10988.423,11833.623
CAL.R-FLT,FAST,4.A.Red,2026-05-02,12,2013.0,45564.5,10110.591,11959.179
CAL.R-FLT,FAST,4.A.Red,2026-06-30,12,2120.0,48807.0,9125.321,11884.91
CAL.R-FLT,FAST,4.B.Blue,2026-04-07,12,982.0,4942.5,3000.594,5185.677
CAL.R-FLT,FAST,4.B.Blue,2026-05-02,12,1001.0,5540.0,3695.997,6303.613
CAL.R-FLT,FAST,4.B.Blue,2026-06-30,12,1032.5,7593.5,4467.426,7923.482
CAL.R-FLT,FAST,4.B.Green,2026-04-07,12,1043.0,14585.5,9428.273,6840.57
CAL.R-FLT,FAST,4.B.Green,2026-05-02,12,1088.0,17357.5,10294.292,7540.309
CAL.R-FLT,FAST,4.B.Green,2026-06-30,12,1165.0,22945.5,10851.312,8234.263
CAL.R-FLT,FAST,4.B.Red,2026-04-07,12,2307.5,29755.0,9377.373,11819.259
CAL.R-FLT,FAST,4.B.Red,2026-05-02,12,2388.5,44611.5,9627.161,11977.364
CAL.R-FLT,FAST,4.B.Red,2026-06-30,12,2492.0,48381.5,9531.714,11902.018
CAL.R-SKY,FAST,1.A.Green,2026-05-02,2,925.0,4483.5,1731.922,1517.337
CAL.R-SKY,FAST,1.A.Green,2026-06-30,6,939.0,5242.5,1995.087,1821.661
CAL.R-SKY,FAST,1.A.Red,2026-05-02,2,1811.0,4000.0,2630.615,4245.326
CAL.R-SKY,FAST,1.A.Red,2026-06-30,6,1835.0,5153.5,3553.308,5581.909
CAL.R-SKY,FAST,1.B.Blue,2026-05-02,2,1247.5,1938.5,534.427,1278.866
CAL.R-SKY,FAST,1.B.Blue,2026-06-30,6,1259.0,2069.5,743.866,1672.7
CAL.R-SKY,FAST,1.B.Green,2026-05-02,2,1103.0,6416.0,1875.545,1677.776
CAL.R-SKY,FAST,1.B.Green,2026-06-30,6,1112.5,7088.5,2224.751,2052.429
CAL.R-SKY,FAST,1.B.Red,2026-05-02,2,1640.0,4716.5,1721.002,4863.836
CAL.R-SKY,FAST,1.B.Red,2026-06-30,6,1679.0,6255.5,2305.035,6297.466
CAL.R-SKY,FAST,2.A.Blue,2026-05-02,2,836.0,1761.0,747.858,1381.35
CAL.R-SKY,FAST,2.A.Blue,2026-06-30,6,848.0,2266.0,990.482,1862.019
CAL.R-SKY,FAST,2.A.Green,2026-05-02,2,926.0,5542.5,2055.932,1556.645
CAL.R-SKY,FAST,2.A.Green,2026-06-30,6,927.5,6564.5,2329.163,1894.068
CAL.R-SKY,FAST,2.A.Red,2026-05-02,2,902.5,3938.0,5125.998,5488.198
CAL.R-SKY,FAST,2.A.Red,2026-06-30,6,938.5,5009.0,7214.95,7163.873
CAL.R-SKY,FAST,2.B.Blue,2026-05-02,2,1450.0,1918.5,640.323,1188.955
CAL.R-SKY,FAST,2.B.Blue,2026-06-30,6,1460.0,2084.5,864.323,1578.831
CAL.R-SKY,FAST,2.B.Green,2026-05-02,2,804.0,4089.0,2305.906,1757.999
CAL.R-SKY,FAST,2.B.Green,2026-06-30,6,823.0,4509.0,2649.681,2077.784
CAL.R-SKY,FAST,2.B.Red,2026-05-02,2,1726.0,3598.0,5675.558,4656.4
CAL.R-SKY,FAST,2.B.Red,2026-06-30,6,1760.5,4388.0,7627.333,6038.697
CAL.R-SKY,FAST,3.A.Blue,2026-05-02,2,1470.0,2005.0,1609.943,1255.447
CAL.R-SKY,FAST,3.A.Blue,2026-06-30,6,1475.5,2319.5,1656.546,1687.362
CAL.R-SKY,FAST,3.A.Green,2026-05-02,2,848.0,4133.0,2316.716,1524.936
CAL.R-SKY,FAST,3.A.Green,2026-06-30,6,851.5,4814.0,2649.918,1812.072
CAL.R-SKY,FAST,3.A.Red,2026-05-02,2,1818.5,3549.5,3801.413,4555.477
CAL.R-SKY,FAST,3.A.Red,2026-06-30,6,1852.0,4417.0,5114.651,5991.869
CAL.R-SKY,FAST,3.B.Blue,2026-05-02,2,1100.0,2090.5,727.094,1469.814
CAL.R-SKY,FAST,3.B.Blue,2026-06-30,6,1108.0,2597.5,934.905,1936.636
CAL.R-SKY,FAST,3.B.Green,2026-05-02,2,933.5,5141.5,2126.533,1673.738
CAL.R-SKY,FAST,3.B.Green,2026-06-30,6,944.0,5941.5,2414.632,2061.145
CAL.R-SKY,FAST,3.B.Red,2026-05-02,2,1575.0,3985.5,2047.978,4906.504
CAL.R-SKY,FAST,3.B.Red,2026-06-30,6,1614.5,5134.0,2762.318,6365.636
CAL.R-SKY,FAST,4.A.Green,2026-05-02,2,924.5,4763.0,1558.23,1927.958
CAL.R-SKY,FAST,4.A.Green,2026-06-30,6,926.0,5620.0,1783.206,2228.839
CAL.R-SKY,FAST,4.A.Red,2026-05-02,2,1599.0,3465.5,5748.509,4380.96
CAL.R-SKY,FAST,4.A.Red,2026-06-30,6,1608.0,4315.0,7727.807,5733.952
CAL.R-SKY,FAST,4.B.Blue,2026-05-02,2,897.0,1698.5,715.795,1466.36
CAL.R-SKY,FAST,4.B.Blue,2026-06-30,6,897.5,2151.0,931.55,1952.169
CAL.R-SKY,FAST,4.B.Green,2026-05-02,2,862.5,4517.5,2624.169,1845.972
CAL.R-SKY,FAST,4.B.Green,2026-06-30,6,863.0,5337.5,3021.123,2222.843
CAL.R-SKY,FAST,4.B.Red,2026-05-02,2,1990.5,3702.5,2664.891,4475.627
CAL.R-SKY,FAST,4.B.Red,2026-06-30,6,1994.5,4424.5,3659.549,5860.167
CAL.R-SKY,SLOW,1.A.Green,2026-05-02,6,743.0,4525.5,1868.414,1696.493
CAL.R-SKY,SLOW,1.A.Green,2026-06-30,10,733.0,3670.5,1353.952,1193.974
CAL.R-SKY,SLOW,1.A.Red,2026-05-02,6,1733.5,4607.5,3439.468,5451.691
CAL.R-SKY,SLOW,1.A.Red,2026-06-30,10,1706.5,3611.5,2133.914,3420.556
CAL.R-SKY,SLOW,1.B.Blue,2026-05-02,6,727.0,1504.0,593.209,1407.737
CAL.R-SKY,SLOW,1.B.Blue,2026-06-30,10,723.0,1266.0,502.174,1135.116
CAL.R-SKY,SLOW,1.B.Green,2026-05-02,6,724.5,6443.5,2009.137,1897.579
CAL.R-SKY,SLOW,1.B.Green,2026-06-30,10,708.5,4806.5,1524.995,1361.758
CAL.R-SKY,SLOW,1.B.Red,2026-05-02,6,1780.5,5662.0,2210.977,6189.001
CAL.R-SKY,SLOW,1.B.Red,2026-06-30,10,1741.5,4421.5,1374.418,3858.717
CAL.R-SKY,SLOW,2.A.Blue,2026-05-02,6,578.0,1656.0,836.331,1543.713
CAL.R-SKY,SLOW,2.A.Blue,2026-06-30,10,573.0,1593.0,660.285,1271.464
CAL.R-SKY,SLOW,2.A.Green,2026-05-02,6,701.0,5625.0,2197.162,1734.993
CAL.R-SKY,SLOW,2.A.Green,2026-06-30,10,685.0,4586.0,1580.606,1252.672
CAL.R-SKY,SLOW,2.A.Red,2026-05-02,6,1683.0,5263.5,6950.654,7022.031
CAL.R-SKY,SLOW,2.A.Red,2026-06-30,10,1647.0,4074.5,4369.149,4444.122
CAL.R-SKY,SLOW,2.B.Blue,2026-05-02,6,527.0,1058.0,722.466,1331.017
CAL.R-SKY,SLOW,2.B.Blue,2026-06-30,10,522.0,945.0,589.092,1082.903
CAL.R-SKY,SLOW,2.B.Green,2026-05-02,6,697.0,4159.0,2444.196,1962.641
CAL.R-SKY,SLOW,2.B.Green,2026-06-30,10,695.0,3173.5,1809.512,1361.941
CAL.R-SKY,SLOW,2.B.Red,2026-05-02,6,1653.5,4066.0,7311.352,5943.413
CAL.R-SKY,SLOW,2.B.Red,2026-06-30,10,1618.5,3098.5,4674.466,3717.782
CAL.R-SKY,SLOW,3.A.Blue,2026-05-02,6,520.5,1122.0,1607.4,1393.104
CAL.R-SKY,SLOW,3.A.Blue,2026-06-30,10,515.5,1077.5,1538.051,1145.058
CAL.R-SKY,SLOW,3.A.Green,2026-05-02,6,753.0,4278.5,2461.285,1694.498
CAL.R-SKY,SLOW,3.A.Green,2026-06-30,10,736.5,3481.0,1792.802,1188.186
CAL.R-SKY,SLOW,3.A.Red,2026-05-02,6,1774.0,4011.5,4970.09,5864.534
CAL.R-SKY,SLOW,3.A.Red,2026-06-30,10,1739.0,3193.5,3108.739,3699.545
CAL.R-SKY,SLOW,3.B.Blue,2026-05-02,6,866.5,1992.5,813.343,1633.221
CAL.R-SKY,SLOW,3.B.Blue,2026-06-30,10,860.5,1870.0,636.042,1325.344
CAL.R-SKY,SLOW,3.B.Green,2026-05-02,6,740.0,5223.0,2271.467,1794.17
CAL.R-SKY,SLOW,3.B.Green,2026-06-30,10,726.5,4144.0,1651.294,1410.361
CAL.R-SKY,SLOW,3.B.Red,2026-05-02,6,1726.5,4824.0,2641.073,6254.939
CAL.R-SKY,SLOW,3.B.Red,2026-06-30,10,1682.5,3670.0,1649.564,3907.933
CAL.R-SKY,SLOW,4.A.Green,2026-05-02,6,356.5,4444.0,1676.274,2184.014
CAL.R-SKY,SLOW,4.A.Green,2026-06-30,10,345.0,3540.0,1205.737,1433.885
CAL.R-SKY,SLOW,4.A.Red,2026-05-02,6,1624.0,4063.5,7440.022,5649.257
CAL.R-SKY,SLOW,4.A.Red,2026-06-30,10,1589.5,3145.5,4737.499,3531.406
CAL.R-SKY,SLOW,4.B.Blue,2026-05-02,6,703.5,1608.0,801.897,1627.856
CAL.R-SKY,SLOW,4.B.Blue,2026-06-30,10,699.0,1525.0,635.839,1331.399
CAL.R-SKY,SLOW,4.B.Green,2026-05-02,6,734.5,4663.5,2798.331,2053.038
CAL.R-SKY,SLOW,4.B.Green,2026-06-30,10,718.5,3796.5,2065.88,1473.708
CAL.R-SKY,SLOW,4.B.Red,2026-05-02,6,1800.5,4009.0,3519.096,5763.269
CAL.R-SKY,SLOW,4.B.Red,2026-06-30,10,1768.5,3149.0,2172.834,3605.85
